row_id	label	notes	repo	member	comment	member_source
incident-client#incident-core/src/main/java/software/sava/incident/core/api/IncidentClients.java#IncidentClients.loadFactory(String)	not_checkable	Body is a single delegation, `return loadFactory(provider, ServiceLoader.load(IncidentClientFactory.class));` — the case/alphanumeric matching rule lives entirely in the delegate.	incident-client	IncidentClients.loadFactory(String)	Resolves the [IncidentClientFactory] whose [IncidentClientFactory#provider()] matches `provider` ignoring case and any characters other than letters and digits.	  public static IncidentClientFactory loadFactory(final String provider) {     return loadFactory(provider, ServiceLoader.load(IncidentClientFactory.class));   }
incident-client#incident-io/src/main/java/software/sava/incident/io/CreateIncidentRequestRecord.java#CreateIncidentRequestRecord.customFieldEntryJson(CustomFieldEntry)	consistent	Both keys are emitted unconditionally with no blank-id guard: `sb.append("{\"custom_field_id\":\"%s\",\"values\":[".formatted(escapeJson(entry.customFieldId())))` followed by `sb.append("]}")`.	incident-client	CreateIncidentRequestRecord.customFieldEntryJson(CustomFieldEntry)	`custom_field_id` and `values` are both required, so — like `incident_role_id` — they are emitted unconditionally; a blank id is the API's to reject, not this client's to drop. An empty `values` array unsets the field.	  private static String customFieldEntryJson(final CustomFieldEntry entry) {     final var sb = new StringBuilder(160);     sb.append("""         {"custom_field_id":"%s","values":[""".formatted(escapeJson(entry.customFieldId())));     sb.append(entry.values().stream()         .map(CreateIncidentRequestRecord::customFieldValueJson)         .filter(value -> !value.isEmpty())         .collect(Collectors.joining(",")));     return sb.append("]}").toString();   }
incident-client#incident-pagerduty/src/main/java/software/sava/incident/pagerduty/event/client/PagerDutyIncidentClient.java#PagerDutyIncidentClient.UNKNOWN_SOURCE	not_checkable	`static final String UNKNOWN_SOURCE = "unknown";` — the claimed PagerDuty requirement and the fallback behavior happen in other code, not in this declaration.	incident-client	PagerDutyIncidentClient.UNKNOWN_SOURCE	PagerDuty requires a payload `source`; alerts without one fall back to this.	  static final String UNKNOWN_SOURCE = "unknown";
incident-client#incident-webhook/src/main/java/software/sava/incident/webhook/config/WebhookConfig.java#WebhookConfig$Parser.parseConfig(Properties)	consistent	"Reads this config's properties under the parser's prefix" matches `properties.getProperty(prefix + "bearerToken")` and the `prefix + "headers."` scan.	incident-client	WebhookConfig$Parser.parseConfig(Properties)	Reads this config's properties under the parser's prefix; a composing factory reads its own additional properties alongside.	    @Override     public void parseConfig(final Properties properties) {       super.parseConfig(properties);       this.bearerToken = properties.getProperty(prefix + "bearerToken");       this.chatId = properties.getProperty(prefix + "chatId");       final var headerPrefix = prefix + "headers.";       // sorted for a deterministic header order; Properties iteration order is not stable       for (final var name : new TreeSet<>(properties.stringPropertyNames())) {         if (name.startsWith(headerPrefix)) {           final var header = name.substring(headerPrefix.length());           if (!header.isBlank()) {             headers.put(header, properties.getProperty(name));           }         }       }     }
json-iterator#jmh/src/jmh/java/systems/comodal/jsoniter/jmh/EscapeBench.java#EscapeBench.LOW_POOL	consistent	Every char in `"ABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789 .,:-/@["` is <= '[' (0x5B), the largest being the trailing '['.	json-iterator	EscapeBench.LOW_POOL	Every character <= 0x5B, so none of them short-circuits the guard.	  private static final char[] LOW_POOL =       "ABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789 .,:-/@[".toCharArray();
json-iterator#jmh/src/jmh/java/systems/comodal/jsoniter/jmh/EscapeBench.java#EscapeBench.SPECIAL	consistent	"Sized to the largest of them" matches `new boolean['\\' + 1]` — length 0x5D, indices through '\\' (0x5C), the largest listed special char.	json-iterator	EscapeBench.SPECIAL	True for exactly the characters that cannot appear raw in a JSON string literal: 0x00-0x1F, '"' (0x22), '\\' (0x5C). Sized to the largest of them, so the range check doubles as the membership test's first half.	  private static final boolean[] SPECIAL = new boolean['\\' + 1];
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/BaseJsonIterator.java#BaseJsonIterator.ERROR_CONTEXT_RADIUS	not_checkable	`static final int ERROR_CONTEXT_RADIUS = 60;` — the claim about chars shown on each side in `JsonException#context()` is about consuming code, not this declaration.	json-iterator	BaseJsonIterator.ERROR_CONTEXT_RADIUS	Chars of JSON shown on each side of the failure position in [JsonException#context()].	  static final int ERROR_CONTEXT_RADIUS = 60;
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/BaseJsonIterator.java#BaseJsonIterator.skipLiteral(String, String, String)	consistent	Per-character consume-and-validate with truncation reported as an invalid literal: `if (head == tail || peekChar(head) != remaining.charAt(i)) { throw reportError(context, expected); }`.	json-iterator	BaseJsonIterator.skipLiteral(String, String, String)	The buffer ends inside the literal: consume and validate one character at a time so truncation is reported as the invalid literal it is.	  private void skipLiteral(final String remaining, final String context, final String expected) {     for (int i = 0, len = remaining.length(); i < len; ++i) {       if (head == tail || peekChar(head) != remaining.charAt(i)) {         throw reportError(context, expected);       }       ++head;     }   }
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/BytesJsonIterator.java#BytesJsonIterator.doubleReusableCharBuffer()	consistent	Throws rather than growing at/past tail — `if (len >= tail) { throw reportError(...); }` — and the clamp `new char[(int) Math.min((long) len << 1, tail)]` widens to long before the shift as described.	json-iterator	BytesJsonIterator.doubleReusableCharBuffer()	The document bounds the reusable decode buffer. Every decode step consumes at least as many source bytes as it writes chars — ascii one for one, an escape two for one, a six-character hex escape six for one, a four-byte sequence four for the two chars of a surrogate pair — and `buf` is a fixed array that is never refilled mid-parse (`reset(InputStream)` reads the stream whole), so `head` only ever moves toward `tail`. Every caller grows only when the buffer is exactly full, so a grow request at or past `tail` means more chars were decoded than the document holds bytes: unreachable for every input, valid or malformed, unless the cursor stopped advancing. Report that against the read position instead of doubling on into the heap. The clamp also keeps the shift from overflowing past 2^30 chars, where `length << 1` turns negative.  Two preconditions hold this up, and a change that breaks either one makes this throw on valid input: `tail` is the end of the whole document, never a refill boundary, and no growth policy pre-sizes beyond what the document can fill.	  private void doubleReusableCharBuffer() {     final int len = charBuf.length;     if (len >= tail) {       throw reportError("doubleReusableCharBuffer", "decoded chars cannot outgrow the document");     }     final char[] newBuf = new char[(int) Math.min((long) len << 1, tail)];     System.arraycopy(charBuf, 0, newBuf, 0, len);     charBuf = newBuf;   }
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/BytesJsonIterator.java#BytesJsonIterator.isContinuation(int)	consistent	"A UTF-8 continuation byte is `10xxxxxx`" is exactly `return (b & 0xC0) == 0x80;`.	json-iterator	BytesJsonIterator.isContinuation(int)	A UTF-8 continuation byte is `10xxxxxx`. The decoders below masked the bytes after a lead byte with `0x3F` without ever checking that, so any byte at all was absorbed into the character — including the string's own closing quote, which desynchronises the scan rather than corrupting a value. Both the decoding and the skipping path check this; it is a structural bound, not a strictness policy.	  private static boolean isContinuation(final int b) {     return (b & 0xC0) == 0x80;   }
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/BytesJsonIterator.java#BytesJsonIterator.widenToCharBuf(int)	consistent	`final int from = head;` and `charBuf[k] = (char) (buf[from + k] & 0xff);` over `k < len` is exactly the [head, to) widening copy into the front of charBuf that the comment describes.	json-iterator	BytesJsonIterator.widenToCharBuf(int)	Copies `[head, to)` into the front of charBuf, widening each byte.	  private int widenToCharBuf(final int to) {     final int from = head;     final int len = to - from;     if (len > charBuf.length) {       // Same bound as doubleReusableCharBuffer: `len <= tail` always, so       // `Math.max` still admits every legal length; the clamp only drops       // doubling headroom this document could never fill, and keeps the shift       // from overflowing negative past 2^30 chars.       charBuf = new char[Math.max(len, (int) Math.min((long) charBuf.length << 1, tail))];     }     for (int k = 0; k < len; ++k) {       charBuf[k] = (char) (buf[from + k] & 0xff);     }     return len;   }
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/FieldMatcher.java#FieldMatcher.enumMatcherIgnoreCase(E[])	not_checkable	Body is only `return enumMatcherIgnoreCase(values, Enum::name);` — the linear ignore-case scan and the IllegalArgumentException on collisions live in the delegate, not in the code shown.	json-iterator	FieldMatcher.enumMatcherIgnoreCase(E[])	Case-insensitive enumMatcher for wire values with case variance (e.g. `"Anchor"` vs `"anchor"`). Resolves by linear [JsonIterator#fieldEqualsIgnoreCase] scan rather than the hash table — suited to the small constant counts of enums. Wire names that collide case-insensitively throw [IllegalArgumentException].	  public static <E extends Enum<E>> CharBufferFunction<E> enumMatcherIgnoreCase(final E[] values) {     return enumMatcherIgnoreCase(values, Enum::name);   }
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/FieldMatcher.java#FieldMatcher.hash(byte[], int, int)	contradicted	Comment says "Spans of eight bytes or more use two word loads", but the branch `final long last = len > Long.BYTES ? (long) TO_LONG.get(...) : 0;` does exactly one load (last = 0) when len == 8.	json-iterator	FieldMatcher.hash(byte[], int, int)	Hashes the length plus the first and last (up to) eight bytes. Names identical in all three only pay an extra verifying comparison. Spans of eight bytes or more use two word loads; the caller guarantees `offset + len <= buf.length`.	  private static long hash(final byte[] buf, final int offset, final int len) {     if (len >= Long.BYTES) {       final long first = (long) TO_LONG.get(buf, offset);       final long last = len > Long.BYTES           ? (long) TO_LONG.get(buf, (offset + len) - Long.BYTES)           : 0;       return mix(first, last, len);     }     return mix(word(buf, offset, len), 0, len);   }
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/FieldMatcher.java#FieldMatcher.match(char[], int, int)	consistent	`if (acc > 0x7F) { final byte[] utf8 = new String(buf, offset, len).getBytes(StandardCharsets.UTF_8); return match(utf8, 0, utf8.length); }` re-matches non-ascii through UTF-8 while the ascii path hashes the char span directly with no copy.	json-iterator	FieldMatcher.match(char[], int, int)	Char-buffer counterpart to <METHOD>: an ascii span hashes identically to its UTF-8 bytes with no copy. A span containing a non-ascii char must be matched through its UTF-8 encoding — char narrowing is not injective (e.g. "Ã©" would otherwise collide with "é").	  public int match(final char[] buf, final int offset, final int len) {     int acc = 0;     for (int i = offset, to = offset + len; i < to; ++i) {       acc |= buf[i];     }     if (acc > 0x7F) {       final byte[] utf8 = new String(buf, offset, len).getBytes(StandardCharsets.UTF_8);       return match(utf8, 0, utf8.length);     }     final int mask = table.length - 1;     int slot = slot(hash(buf, offset, len), mask);     for (int idx; (idx = table[slot]) >= 0; slot = (slot + 1) & mask) {       if (equals(names[idx], buf, offset, len)) {         return idx;       }     }     return -1;   }
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JIUtil.java#JIUtil.needsEscape(char)	consistent	`return c == '"' || c == '\\' || c < 0x20;` is the three comparisons with no lookup table that the comment says were chosen deliberately.	json-iterator	JIUtil.needsEscape(char)	The three characters that cannot appear raw inside a JSON string literal. Deliberately three comparisons rather than a lookup table: a guarded table (`c < TABLE.length && TABLE[c]`) measured 2.9x faster on all-lowercase text, where the guard is always false and the table never read — but 8-9% *slower* on realistic mixed-case text, where the guard becomes an unpredictable branch. These comparisons are insensitive to the alphabet.	  private static boolean needsEscape(final char c) {     return c == '"' || c == '\\' || c < 0x20;   }
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.parseObject(FieldMatcher, P)	consistent	`testObject(matcher, parser); return parser.get();` — the member is indeed a wrapper over the testObject index-dispatch form as claimed.	json-iterator	JsonIterator.parseObject(FieldMatcher, P)	<METHOD> over the testObject index-dispatch form.	  default <R, P extends FieldIndexPredicate & Supplier<R>> R parseObject(final FieldMatcher matcher, final P parser) {     testObject(matcher, parser);     return parser.get();   }
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readByteArray()	not_checkable	Body is only `return readByteArray(8);` — the readInt narrowing, the null-reads-as-empty behavior and the decodeBase64String contrast are all outside the code shown.	json-iterator	JsonIterator.readByteArray()	Reads an array of numbers into a `byte[]`, narrowing each element via readInt — values outside the byte range are truncated, not validated. A JSON `null` value reads as an empty array, consistent with readArray. Distinct from decodeBase64String, which reads a base64 string value.	  default byte[] readByteArray() {     return readByteArray(8);   }
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readByteArray(int)	consistent	`return i == array.length ? array : Arrays.copyOf(array, i);` gives no grow/trim copy on an exact fit and always a result of length i, and the `else { return EmptyArrays.BYTES; }` branch returns the shared empty array.	json-iterator	JsonIterator.readByteArray(int)	<METHOD> with a sized initial array: when `initialLength` matches the element count, the array is filled and returned with no grow or trim copies. The result is always trimmed to the number of elements read; an empty or `null` array returns a shared empty array without allocating. For fixed-size targets see <METHOD>.	  default byte[] readByteArray(final int initialLength) {     if (readArray()) {       byte[] array = new byte[initialLength];       int i = 0;       do {         if (i == array.length) {           array = Arrays.copyOf(array, Math.max(i << 1, 8));         }         array[i++] = (byte) readInt();       } while (readArray());       return i == array.length ? array : Arrays.copyOf(array, i);     } else {       return EmptyArrays.BYTES;     }   }
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readIntArray()	not_checkable	Body is only `return readIntArray(8);` — the JSON `null` reads as an empty array claim is settled in the delegate, not here.	json-iterator	JsonIterator.readIntArray()	<METHOD> of numbers into an `int[]`. A JSON `null` value reads as an empty array, consistent with readArray.	  default int[] readIntArray() {     return readIntArray(8);   }
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readIntArray(int)	consistent	`return i == array.length ? array : Arrays.copyOf(array, i);` matches the no-copy-on-exact-fit and always-trimmed claims, and `return EmptyArrays.INTS;` is the shared empty array for the empty/null case.	json-iterator	JsonIterator.readIntArray(int)	<METHOD> with a sized initial array: when `initialLength` matches the element count, the array is filled and returned with no grow or trim copies. The result is always trimmed to the number of elements read; an empty or `null` array returns a shared empty array without allocating.	  default int[] readIntArray(final int initialLength) {     if (readArray()) {       int[] array = new int[initialLength];       int i = 0;       do {         if (i == array.length) {           array = Arrays.copyOf(array, Math.max(i << 1, 8));         }         array[i++] = readInt();       } while (readArray());       return i == array.length ? array : Arrays.copyOf(array, i);     } else {       return EmptyArrays.INTS;     }   }
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readList(int, Function<JsonIterator, T>)	consistent	`return readCollection(new ArrayList<>(initialCapacity), parser);` is precisely readCollection with an ArrayList sized to the given capacity.	json-iterator	JsonIterator.readList(int, Function<JsonIterator, T>)	<METHOD> with a sized backing [ArrayList] for known-cardinality arrays.	  default <T> List<T> readList(final int initialCapacity, final Function<JsonIterator, T> parser) {     return readCollection(new ArrayList<>(initialCapacity), parser);   }
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readLongArray()	not_checkable	Body is only `return readLongArray(8);` — the number-array read and the null-as-empty-array behavior belong to the delegate.	json-iterator	JsonIterator.readLongArray()	Reads an array of numbers into a `long[]`. A JSON `null` value reads as an empty array, consistent with readArray.	  default long[] readLongArray() {     return readLongArray(8);   }
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readMap(int, CharBufferFunction<K>, BiFunction<K, JsonIterator, V>)	consistent	`return readMap(HashMap.newHashMap(expectedSize), keyParser, valueParser);` is the HashMap sized for expectedSize entries the comment describes.	json-iterator	JsonIterator.readMap(int, CharBufferFunction<K>, BiFunction<K, JsonIterator, V>)	<METHOD> with the [HashMap] sized for `expectedSize` entries, for known-cardinality objects.	  default <K, V> Map<K, V> readMap(final int expectedSize,                                    final CharBufferFunction<K> keyParser,                                    final BiFunction<K, JsonIterator, V> valueParser) {     return readMap(HashMap.newHashMap(expectedSize), keyParser, valueParser);   }
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readOrNull(Function<JsonIterator, T>)	consistent	`return notNull() ? reader.apply(this) : null;` returns null for a consumed JSON null and otherwise applies `reader` to this iterator, as stated.	json-iterator	JsonIterator.readOrNull(Function<JsonIterator, T>)	Returns `null` after consuming a JSON `null`; otherwise applies `reader` to this iterator, e.g. `ji.<METHOD>(Entry::parse)`.	  default <T> T readOrNull(final Function<JsonIterator, T> reader) {     return notNull() ? reader.apply(this) : null;   }
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/ValueType.java#ValueType.of(char)	consistent	`return c < VALUE_TYPES.length ? VALUE_TYPES[c] : INVALID;` makes anything past the table INVALID, i.e. not a value-leading token, as the comment claims.	json-iterator	ValueType.of(char)	The table covers the byte range; a chars source can peek any char, and anything past the table is by definition not a value-leading token.	  static ValueType of(final char c) {     return c < VALUE_TYPES.length ? VALUE_TYPES[c] : INVALID;   }
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/EpochInfoServiceImpl.java#EpochInfoServiceImpl.MAX_PERFORMANCE_SAMPLES	not_checkable	The only claim is about another member's behavior ("`getRecentPerformanceSamples` returns at most this many samples"); the shown line `static final int MAX_PERFORMANCE_SAMPLES = 720;` cannot settle it.	ravina	EpochInfoServiceImpl.MAX_PERFORMANCE_SAMPLES	`getRecentPerformanceSamples` returns at most this many samples.	  static final int MAX_PERFORMANCE_SAMPLES = 720;
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/EpochInfoServiceImpl.java#EpochInfoServiceImpl.STALE_EPOCH_FETCH	consistent	The tri-state claim matches `record EpochFetch(Epoch sample, boolean closed)` and this constant being the ignore case: `new EpochFetch(null, false)` (null sample, not closed).	ravina	EpochInfoServiceImpl.STALE_EPOCH_FETCH	Tri-state result for one RPC fetch: a sample to publish, an ordinary stale-replica response to ignore, or a closed client that stops the loop. Keeping those outcomes distinct avoids treating replica lag as either an RPC failure or an idempotent pseudo-publication of the previous sample.	  private record EpochFetch(Epoch sample, boolean closed) {   }    private static final EpochFetch STALE_EPOCH_FETCH = new EpochFetch(null, false);
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/EpochInfoServiceImpl.java#EpochInfoServiceImpl.checkCycle(Cycle, boolean)	consistent	Each described step is present: `fetchEpochNow = this.fetchEpochNow.await(...)` when parking, `else { fetchEpochNow = true; }`, the one-slot pace, the three-reason guard `if (fetchEpochNow || fetchSamples || now > cycle.endsAt)`, and the sole `return false;` under `if (latestFetch.closed)`.	ravina	EpochInfoServiceImpl.checkCycle(Cycle, boolean)	Runs exactly one iteration of the run loop: park until a fetch is requested or the next deadline arrives, refresh the performance samples if theirs has passed, pace a signalled refetch to at least one slot, and refetch the epoch when any of the three reasons applies. Returns false when the service should stop, which only the closed client causes.  `park == false` skips the wait and proceeds as if a fetch-now signal had arrived — what a caller asking for no wait is asking for. That is the seam: a test drives whole cycles inline, so the interior's mutants are ordinary assertion kills instead of a race the watchdog has to catch (shared `HARDENING.md`: the single-cycle seam).	  boolean checkCycle(final Cycle cycle, final boolean park) throws InterruptedException {     final boolean fetchEpochNow;     if (park) {       lock.lock();       try {         final long now = clock.currentTimeMillis();         final long sleep = Math.min(             cycle.fetchSamplesAfter - now,             (cycle.endsAt - now) + fetchEpochInfoAfterEndDelayMillis         );         fetchEpochNow = this.fetchEpochNow.await(             Math.max(cycle.meanMillisPerSlot, sleep), TimeUnit.MILLISECONDS);       } finally {         lock.unlock();       }     } else {       fetchEpochNow = true;     }      long now = clock.currentTimeMillis();     final boolean fetchSamples = now >= cycle.fetchSamplesAfter;     if (fetchSamples) {       final var samples = getSamples().join();       now = clock.currentTimeMillis();       cycle.fetchSamplesAfter = now + fetchSamplesDelayMillis;       cycle.slotStats = SlotPerformanceStats.calculateStats(samples, minMillisPerSlot, maxMillisPerSlot);     }     if (fetchEpochNow) {       final long sleep = cycle.meanMillisPerSlot - (clock.currentTimeMillis() - cycle.latestSample.sampledAt());       if (sleep > 0) {         // Wait at least one slot between samples.         clock.sleep(sleep);       }     }     if (fetchEpochNow || fetchSamples || now > cycle.endsAt) {       final var latestFetch = getAndSetEpochInfo(           cycle.earliestSample, cycle.previousSample, null, cycle.slotStats);       if (latestFetch.closed) {         return false;       }       final var latestSample = latestFetch.sample;       if (latestSample == null) {         return true;       }       logger.log(INFO, epochLogMessage(cycle.previousSample, latestSample, clock.currentTimeMillis()));       cycle.previousSample = latestSample;       cycle.latestSample = latestSample;       cycle.endsAt = latestSample.endsAt();       if (Long.compareUnsigned(latestSample.epoch(), cycle.earliestSample.epoch()) > 0) {         cycle.earliestSample = latestSample;       }       final var latestSlotStats = latestSample.slotStats();       cycle.meanMillisPerSlot = latestSlotStats == null ? defaultMillisPerSlot : latestSlotStats.mean();     }     return true;   }
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/EpochInfoServiceImpl.java#EpochInfoServiceImpl.start()	consistent	Code does the first fetch, then `if (earliestFetch.closed) { return null; }`, `initializedCondition.signalAll();`, and `return newCycle(epoch, fetchSamplesAfter);` — exactly the described start-up and sole null return.	ravina	EpochInfoServiceImpl.start()	The loop's <METHOD>-up: the first fetch, the publication that releases awaitInitialized's waiters, and the seeded [Cycle]. Returns null when the client closed on that first fetch, which is the one reason the service never starts. Package-private beside checkCycle so a test can <METHOD> the loop and then step it, both on its own thread.	  Cycle start() throws InterruptedException {     final var samplesFuture = getSamples();     final long fetchSamplesAfter = clock.currentTimeMillis() + fetchSamplesDelayMillis;     final var earliestFetch = getAndSetEpochInfo(null, null, samplesFuture, null);     if (earliestFetch.closed) {       return null;     }     this.initialized = true;     lock.lock();     try {       initializedCondition.signalAll();     } finally {       lock.unlock();     }     logger.log(INFO, epochLogMessage(null, epoch, clock.currentTimeMillis()));     return newCycle(epoch, fetchSamplesAfter);   }
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/SlotPerformanceStats.java#SlotPerformanceStats.DEFAULT_MAX_MILLIS_PER_SLOT	consistent	`public static final int DEFAULT_MAX_MILLIS_PER_SLOT = 500;` is indeed a default upper bound on slot millis, matching "the default sample ceiling"; nothing in the line contradicts it.	ravina	SlotPerformanceStats.DEFAULT_MAX_MILLIS_PER_SLOT	The default sample ceiling retains room for unusually slow slots.	  public static final int DEFAULT_MAX_MILLIS_PER_SLOT = 500;
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/SlotPerformanceStats.java#SlotPerformanceStats.calculateStats(List<PerfSample>, int)	consistent	`return calculateStats(samples, DEFAULT_MIN_MILLIS_PER_SLOT, maxMillis);` is precisely "the default floor and the supplied ceiling".	ravina	SlotPerformanceStats.calculateStats(List<PerfSample>, int)	Calculates observed slot-time statistics using the default floor and the supplied ceiling.	  public static SlotPerformanceStats calculateStats(final List<PerfSample> samples, final int maxMillis) {     return calculateStats(samples, DEFAULT_MIN_MILLIS_PER_SLOT, maxMillis);   }
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/SlotPerformanceStats.java#SlotPerformanceStats.calculateStats(List<PerfSample>, int, int)	consistent	`return Math.clamp(millisPerSlot, minMillis, maxMillis);` applied to each sample surviving the filter matches "bounding every usable sample to the supplied inclusive range".	ravina	SlotPerformanceStats.calculateStats(List<PerfSample>, int, int)	Calculates observed slot-time statistics after bounding every usable sample to the supplied inclusive range.	  public static SlotPerformanceStats calculateStats(final List<PerfSample> samples,                                                     final int minMillis,                                                     final int maxMillis) {     if (minMillis <= 0) {       throw new IllegalArgumentException("minMillis must be positive: " + minMillis);     }     if (maxMillis <= 0) {       throw new IllegalArgumentException("maxMillis must be positive: " + maxMillis);     }     if (minMillis > maxMillis) {       throw new IllegalArgumentException(String.format(           "Minimum millis per slot (%d) cannot exceed maximum millis per slot (%d).",           minMillis, maxMillis       ));     }     final var msPerSlotArray = samples.stream()         .filter(s ->             Long.compareUnsigned(s.numSlots(), s.slot()) < 0 // Ignore opening epoch slots.                 && s.samplePeriodSecs() > 0                 && s.numSlots() > 0)         .mapToInt(s -> {           final int millisPerSlot = (int) Math.round((s.samplePeriodSecs() / (double) s.numSlots()) * 1_000);           return Math.clamp(millisPerSlot, minMillis, maxMillis);         })         .sorted()         .toArray();     final int numPerfSamples = msPerSlotArray.length;     if (numPerfSamples == 0) {       return null;     } else if (numPerfSamples == 1) {       final int minMaxAvg = msPerSlotArray[0];       return new SlotPerformanceStats(           minMaxAvg,           minMaxAvg,           minMaxAvg,           minMaxAvg,           0,           1       );     } else {       final int middle = numPerfSamples >> 1;       final int median = (numPerfSamples & 1) == 1           ? msPerSlotArray[middle]           : (int) Math.round((msPerSlotArray[middle - 1] + msPerSlotArray[middle]) / 2.0);       final int mean = (int) Math.round(Arrays.stream(msPerSlotArray).average().orElseThrow());        final int min = msPerSlotArray[0];       final int max = msPerSlotArray[numPerfSamples - 1];       final double estimatedStd = (max - min) / 6.0;       return new SlotPerformanceStats(           median,           mean,           min,           max,           estimatedStd,           numPerfSamples       );     }   }
ravina#ravina-solana/src/main/java/software/sava/services/solana/transactions/BaseInstructionService.java#BaseInstructionService.LATEST_BLOCK_HASH_CALL_CONTEXT	not_checkable	All claims (one bounded retry, probe capacity once, force the call) describe the meaning of the opaque positional arguments of `CallContext.createContext(1, 0, 1, true, 1, true)`, whose parameter semantics live in CallContext, not in the shown line.	ravina	BaseInstructionService.LATEST_BLOCK_HASH_CALL_CONTEXT	A fresh blockhash is mandatory, so allow one bounded retry to unlock the balanced call's immediate healthy-peer failover. Probe capacity once and then force the lightweight request to bound pre-signing latency rather than waiting for capacity.	  static final CallContext LATEST_BLOCK_HASH_CALL_CONTEXT =       CallContext.createContext(1, 0, 1, true, 1, true);
ravina#ravina-solana/src/main/java/software/sava/services/solana/transactions/BaseTxMonitorService.java#BaseTxMonitorService.confirmedBlockHeight()	consistent	"The cluster's confirmed block height, read as unsigned" matches `rpcClient.getBlockHeight(CONFIRMED)` returned via `SafeMath.toUnsignedBigInteger(...)`.	ravina	BaseTxMonitorService.confirmedBlockHeight()	The cluster's <METHOD>, read as unsigned. A pending transaction's `blockHeight` is its block hash's last valid block height, so it is expired exactly when this height passes it — no further offset.	  protected final BigInteger confirmedBlockHeight() {     final var confirmedBlockHeight = rpcCaller.courteousGet(         rpcClient -> rpcClient.getBlockHeight(CONFIRMED),         "rpcClient::getBlockHeight"     );     return SafeMath.toUnsignedBigInteger(confirmedBlockHeight.height());   }
ravina#ravina-solana/src/main/java/software/sava/services/solana/transactions/TxCommitmentMonitorService.java#TxCommitmentMonitorService.finalizationTimeoutMillis()	consistent	`Math.round((BLOCKS_UNTIL_FINALIZED * oneStandardDeviationMillisPerSlot()) / (1.0 - clampedSkipRate()))` is the described `32 / (1 - skipRate)` slots at the deviation-based slot duration with no doubling applied.	ravina	TxCommitmentMonitorService.finalizationTimeoutMillis()	How long to await a finalization notification: 32 more block heights take about `32 / (1 - skipRate)` slots, since a skipped slot produces no block, estimated with the same median-plus-deviation slot duration the expiry pacing uses. An expiry here is benign — the polling monitor takes over — so no further doubling is applied. Package-private: the value feeds an `orTimeout`, so tests pin the arithmetic directly.	  long finalizationTimeoutMillis() {     return Math.round((BLOCKS_UNTIL_FINALIZED * oneStandardDeviationMillisPerSlot()) / (1.0 - clampedSkipRate()));   }
